state,year,month,unemployment_rate,UPT,PostCOVID,VRM,StringencyIndex,gdp_per_capita,red,blue
Alabama,2016,1,6.3,427880.0,0,469390.0,,43383.53,1.0,0.0
Alabama,2016,2,6.2,442620.0,0,478792.0,,43375.24,1.0,0.0
Alabama,2016,3,5.9,457598.0,0,518498.0,,43366.95,1.0,0.0
Alabama,2016,4,5.4,452035.0,0,493900.0,,43699.55,1.0,0.0
Alabama,2016,5,5.3,435872.0,0,490068.0,,43691.2,1.0,0.0
Alabama,2016,6,6.1,429489.0,0,493387.0,,43682.86,1.0,0.0
Alabama,2016,7,6.0,390495.0,0,434945.0,,43764.82,1.0,0.0
Alabama,2016,8,5.9,457416.0,0,485795.0,,43756.47,1.0,0.0
Alabama,2016,9,5.9,441390.0,0,461722.0,,43748.11,1.0,0.0
Alabama,2016,10,5.7,453539.0,0,471882.0,,43951.04,1.0,0.0
Alabama,2016,11,5.3,423352.0,0,454150.0,,43942.65,1.0,0.0
Alabama,2016,12,5.4,402241.0,0,471614.0,,43934.27,1.0,0.0
Alabama,2017,1,6.0,384737.0,0,439854.0,,44208.79,,
Alabama,2017,2,5.6,400437.0,0,438700.0,,44198.49,,
Alabama,2017,3,4.9,429889.0,0,503963.0,,44188.2,,
Alabama,2017,4,4.3,368151.0,0,461145.0,,44231.17,,
Alabama,2017,5,4.2,401295.0,0,511324.0,,44220.88,,
Alabama,2017,6,4.8,395993.0,0,499271.0,,44210.59,,
Alabama,2017,7,4.7,373217.0,0,470288.0,,44302.66,,
Alabama,2017,8,4.5,417720.0,0,521161.0,,44292.35,,
Alabama,2017,9,4.0,381242.0,0,474866.0,,44282.05,,
Alabama,2017,10,3.8,486988.0,0,489137.0,,44697.27,,
Alabama,2017,11,3.8,482985.0,0,479301.0,,44686.88,,
Alabama,2017,12,3.7,425693.0,0,453156.0,,44676.49,,
Alabama,2018,1,4.4,414841.0,0,464453.0,,44987.07,,
Alabama,2018,2,4.3,449206.0,0,441064.0,,44974.55,,
Alabama,2018,3,4.0,474511.0,0,498359.0,,44962.04,,
Alabama,2018,4,3.5,443535.0,0,457357.0,,44972.01,,
Alabama,2018,5,3.5,435162.0,0,482164.0,,44959.5,,
Alabama,2018,6,4.5,440015.0,0,479931.0,,44947.01,,
Alabama,2018,7,4.2,384901.0,0,433483.0,,45016.16,,
Alabama,2018,8,4.1,471991.0,0,492736.0,,45003.65,,
Alabama,2018,9,3.7,418604.0,0,455061.0,,44991.15,,
Alabama,2018,10,3.7,502983.0,0,510203.0,,45357.95,,
Alabama,2018,11,3.4,443679.0,0,483107.0,,45345.37,,
Alabama,2018,12,3.6,389224.0,0,480930.0,,45332.78,,
Alabama,2019,1,4.3,439129.0,0,505316.0,,45442.46,,
Alabama,2019,2,3.8,417978.0,0,454923.0,,45346.22,,
Alabama,2019,3,3.5,416487.0,0,476829.0,,45250.39,,
Alabama,2019,4,2.8,447323.0,0,489689.0,,45397.91,,
Alabama,2019,5,2.7,446735.0,0,494462.0,,45302.37,,
Alabama,2019,6,3.4,387524.0,0,465295.0,,45207.23,,
Alabama,2019,7,3.3,440242.0,0,519558.0,,45524.93,,
Alabama,2019,8,3.3,453036.0,0,515590.0,,45429.72,,
Alabama,2019,9,2.8,410361.0,0,490411.0,,45334.92,,
Alabama,2019,10,2.8,459360.0,0,535407.0,,45494.42,,
Alabama,2019,11,2.8,406786.0,0,457510.0,,45399.87,,
Alabama,2019,12,2.9,346376.0,0,423841.0,,45305.71,,
Alabama,2020,1,3.6,338396.0,0,444418.0,0.36,45011.27,1.0,0.0
Alabama,2020,2,3.4,325548.0,0,419238.0,6.8,44998.53,1.0,0.0
Alabama,2020,3,3.7,303527.0,0,434592.0,39.95,44985.8,1.0,0.0
Alabama,2020,4,13.1,171609.0,1,340157.0,78.94,41574.39,1.0,0.0
Alabama,2020,5,10.2,212842.0,1,404371.0,65.65,41562.63,1.0,0.0
Alabama,2020,6,8.9,253281.0,1,417749.0,55.16,41550.88,1.0,0.0
Alabama,2020,7,8.0,260276.0,1,450626.0,50.0,45234.46,1.0,0.0
Alabama,2020,8,6.4,289130.0,1,429427.0,46.33,45221.68,1.0,0.0
Alabama,2020,9,6.0,280950.0,1,420162.0,43.95,45208.91,1.0,0.0
Alabama,2020,10,4.9,297006.0,1,444174.0,43.52,45204.08,1.0,0.0
Alabama,2020,11,4.6,283002.0,1,405379.0,43.52,45191.32,1.0,0.0
Alabama,2020,12,4.3,252402.0,1,435514.0,43.52,45178.56,1.0,0.0
Alabama,2021,1,4.5,194387.0,1,408184.0,43.52,45965.81,,
Alabama,2021,2,4.1,180064.0,1,391477.0,43.52,45945.48,,
Alabama,2021,3,3.7,211479.0,1,427996.0,43.52,45925.17,,
Alabama,2021,4,3.3,209666.0,1,421778.0,40.68,46171.85,,
Alabama,2021,5,3.1,212349.0,1,399049.0,37.96,46151.46,,
Alabama,2021,6,4.0,219294.0,1,412634.0,33.03,46131.09,,
Alabama,2021,7,3.7,232188.0,1,414826.0,29.65,46100.86,,
Alabama,2021,8,3.5,231815.0,1,417933.0,29.22,46080.53,,
Alabama,2021,9,2.9,234071.0,1,413954.0,26.44,46060.21,,
Alabama,2021,10,2.7,233541.0,1,418297.0,26.27,46698.67,,
Alabama,2021,11,2.4,229499.0,1,405587.0,25.73,46678.1,,
Alabama,2021,12,2.3,240613.0,1,427147.0,27.48,46657.55,,
Alabama,2022,1,3.1,208623.0,1,393091.0,24.74,46672.48,,
Alabama,2022,2,2.9,217283.0,1,378905.0,24.55,46641.1,,
Alabama,2022,3,2.4,253277.0,1,395073.0,24.47,46609.77,,
Alabama,2022,4,2.0,247409.0,1,404070.0,24.41,46788.81,,
Alabama,2022,5,2.2,247295.0,1,405584.0,24.36,46757.42,,
Alabama,2022,6,3.0,256266.0,1,413388.0,24.32,46726.07,,
Alabama,2022,7,2.9,287546.0,1,418162.0,24.3,47226.42,,
Alabama,2022,8,2.9,297937.0,1,445355.0,25.0,47194.8,,
Alabama,2022,9,2.4,291618.0,1,408985.0,27.13,47163.22,,
Alabama,2022,10,2.4,265897.0,1,394342.0,27.11,47709.25,,
Alabama,2022,11,2.2,251124.0,1,375983.0,27.09,47677.37,,
Alabama,2022,12,2.0,233427.0,1,392061.0,27.07,47645.54,,
Alabama,2023,1,2.6,202079.0,1,388740.0,,47998.67,,
Alabama,2023,2,2.5,203505.0,1,370837.0,,47963.37,,
Alabama,2023,3,2.2,267214.0,1,428045.0,,47928.11,,
Alabama,2023,4,1.8,247736.0,1,389905.0,,48070.33,,
Alabama,2023,5,2.0,264465.0,1,411985.0,,48035.05,,
Alabama,2023,6,2.7,257666.0,1,395809.0,,47999.82,,
Alabama,2023,7,2.6,251837.0,1,390757.0,,48408.19,,
Alabama,2023,8,2.8,280755.0,1,426828.0,,48372.74,,
Alabama,2023,9,2.6,276901.0,1,390916.0,,48337.34,,
Alabama,2023,10,2.6,289845.0,1,394163.0,,48954.2,,
Alabama,2023,11,2.5,260862.0,1,369050.0,,48918.43,,
Alabama,2023,12,2.6,254473.0,1,370577.0,,48882.71,,
Alabama,2024,1,3.2,231378.0,1,368791.0,,48639.81,1.0,0.0
Alabama,2024,2,3.2,261134.0,1,372000.0,,48616.24,1.0,0.0
Alabama,2024,3,2.8,264035.0,1,398682.0,,48592.7,1.0,0.0
Alabama,2024,4,2.4,273451.0,1,395514.0,,49244.15,1.0,0.0
Alabama,2024,5,2.4,280037.0,1,404039.0,,49220.33,1.0,0.0
Alabama,2024,6,3.3,252199.0,1,367364.0,,49196.53,1.0,0.0
Alabama,2024,7,3.4,264775.0,1,386055.0,,49779.15,1.0,0.0
Alabama,2024,8,3.5,294230.0,1,403228.0,,49755.1,1.0,0.0
Alabama,2024,9,3.1,262095.0,1,356905.0,,49731.08,1.0,0.0
Alabama,2024,10,3.2,293808.0,1,405452.0,,49948.13,1.0,0.0
Alabama,2024,11,3.3,248513.0,1,374420.0,,49924.03,1.0,0.0
Alabama,2024,12,3.2,238991.0,1,376962.0,,49899.96,1.0,0.0
Alabama,2025,1,3.4,232671.0,1,365334.0,,,,
Alabama,2025,2,3.4,237110.0,1,365513.0,,,,
Alabama,2025,3,3.4,241227.0,1,385741.0,,,,
Alabama,2025,4,2.7,259794.0,1,403330.0,,,,
Alabama,2025,5,2.8,253078.0,1,394482.0,,,,
Alabama,2025,6,3.0,229915.0,1,363586.0,,,,
Alabama,2025,7,2.9,245133.0,1,391313.0,,,,
Alabama,2025,8,2.7,252288.0,1,382455.0,,,,
Alabama,2025,9,2.9,260550.0,1,372001.0,,,,
Alabama,2025,10,2.8,262013.0,1,396687.0,,,,
Alabama,2025,11,2.7,221187.0,1,349287.0,,,,
Alabama,2025,12,2.3,235371.0,1,380093.0,,,,
Alaska,2016,1,7.1,280328.0,0,155094.0,,72800.73,1.0,0.0
Alaska,2016,2,7.4,293714.0,0,155898.0,,72813.74,1.0,0.0
Alaska,2016,3,7.2,318410.0,0,168534.0,,72826.75,1.0,0.0
Alaska,2016,4,6.9,303467.0,0,159173.0,,71990.91,1.0,0.0
Alaska,2016,5,6.4,285652.0,0,158160.0,,72003.78,1.0,0.0
Alaska,2016,6,6.7,291313.0,0,162114.0,,72016.66,1.0,0.0
Alaska,2016,7,6.1,269776.0,0,155108.0,,71679.03,1.0,0.0
Alaska,2016,8,5.7,302640.0,0,168572.0,,71691.85,1.0,0.0
Alaska,2016,9,6.2,283804.0,0,155818.0,,71704.68,1.0,0.0
Alaska,2016,10,6.3,294136.0,0,161444.0,,71744.49,1.0,0.0
Alaska,2016,11,6.6,266849.0,0,155817.0,,71757.33,1.0,0.0
Alaska,2016,12,6.8,260172.0,0,160091.0,,71770.17,1.0,0.0
Alaska,2017,1,7.6,253601.0,0,152695.0,,72079.93,,
Alaska,2017,2,7.5,266587.0,0,143051.0,,72115.28,,
Alaska,2017,3,7.2,294607.0,0,162086.0,,72150.67,,
Alaska,2017,4,6.8,295067.0,0,155066.0,,72226.64,,
Alaska,2017,5,6.4,294343.0,0,162190.0,,72262.11,,
Alaska,2017,6,6.6,280184.0,0,162166.0,,72297.62,,
Alaska,2017,7,6.1,258487.0,0,154997.0,,73091.15,,
Alaska,2017,8,5.9,286449.0,0,168421.0,,73127.11,,
Alaska,2017,9,5.9,266378.0,0,152794.0,,73163.1,,
Alaska,2017,10,6.0,270818.0,0,174015.0,,72331.58,,
Alaska,2017,11,6.5,230428.0,0,170373.0,,72367.21,,
Alaska,2017,12,6.8,244658.0,0,184934.0,,72402.88,,
Alaska,2018,1,7.4,247859.0,0,185993.0,,71800.54,,
Alaska,2018,2,7.3,245647.0,0,170767.0,,71825.09,,
Alaska,2018,3,6.8,277600.0,0,189459.0,,71849.65,,
Alaska,2018,4,6.5,283520.0,0,189308.0,,71262.71,,
Alaska,2018,5,5.8,279999.0,0,192868.0,,71287.1,,
Alaska,2018,6,6.2,273697.0,0,189483.0,,71311.5,,
Alaska,2018,7,5.3,264798.0,0,182937.0,,71254.3,,
Alaska,2018,8,5.0,293312.0,0,194363.0,,71278.71,,
Alaska,2018,9,5.1,272856.0,0,171375.0,,71303.14,,
Alaska,2018,10,5.4,308398.0,0,193857.0,,71096.09,,
Alaska,2018,11,5.9,240774.0,0,158251.0,,71120.47,,
Alaska,2018,12,6.3,239040.0,0,177147.0,,71144.87,,
Alaska,2019,1,7.2,251308.0,0,179484.0,,70678.56,,
Alaska,2019,2,6.7,257612.0,0,164861.0,,70684.15,,
Alaska,2019,3,6.5,283378.0,0,178620.0,,70689.75,,
Alaska,2019,4,5.7,301596.0,0,187002.0,,70708.98,,
Alaska,2019,5,5.5,309193.0,0,186981.0,,70714.58,,
Alaska,2019,6,5.7,293372.0,0,178682.0,,70720.18,,
Alaska,2019,7,5.2,296997.0,0,187129.0,,72253.22,,
Alaska,2019,8,4.8,319232.0,0,189992.0,,72258.95,,
Alaska,2019,9,4.7,284089.0,0,175589.0,,72264.67,,
Alaska,2019,10,4.8,311122.0,0,194526.0,,72052.14,,
Alaska,2019,11,5.3,248068.0,0,160923.0,,72057.85,,
Alaska,2019,12,5.4,254141.0,0,182877.0,,72063.56,,
Alaska,2020,1,5.9,254538.0,0,179587.0,4.66,71878.25,1.0,0.0
Alaska,2020,2,5.6,274194.0,0,168268.0,16.38,71864.49,1.0,0.0
Alaska,2020,3,6.9,234810.0,0,182944.0,47.97,71850.73,1.0,0.0
Alaska,2020,4,11.8,39102.0,1,50475.0,86.7,66600.58,1.0,0.0
Alaska,2020,5,12.0,0.0,1,0.0,69.36,66587.83,1.0,0.0
Alaska,2020,6,11.2,121059.0,1,187123.0,55.0,66575.09,1.0,0.0
Alaska,2020,7,10.4,142296.0,1,191268.0,57.08,68620.29,1.0,0.0
Alaska,2020,8,7.2,133934.0,1,186325.0,59.48,68607.17,1.0,0.0
Alaska,2020,9,7.3,134426.0,1,179847.0,56.02,68594.05,1.0,0.0
Alaska,2020,10,6.7,137880.0,1,190319.0,56.02,70460.62,1.0,0.0
Alaska,2020,11,7.2,110990.0,1,160989.0,56.02,70447.15,1.0,0.0
Alaska,2020,12,7.2,126915.0,1,186949.0,65.28,70433.69,1.0,0.0
Alaska,2021,1,7.5,125787.0,1,171546.0,60.02,70529.14,,
Alaska,2021,2,7.8,127470.0,1,165068.0,57.87,70536.59,,
Alaska,2021,3,7.7,153249.0,1,187015.0,50.41,70544.04,,
Alaska,2021,4,7.5,166772.0,1,187090.0,46.76,70088.5,,
Alaska,2021,5,6.8,166789.0,1,178962.0,40.75,70095.91,,
Alaska,2021,6,7.0,187076.0,1,187141.0,36.0,70103.32,,
Alaska,2021,7,5.9,182367.0,1,186930.0,34.21,70328.67,,
Alaska,2021,8,5.1,188580.0,1,190156.0,35.21,70336.1,,
Alaska,2021,9,5.2,178725.0,1,183419.0,35.04,70343.54,,
Alaska,2021,10,5.2,177730.0,1,195971.0,34.84,71059.53,,
Alaska,2021,11,5.4,144067.0,1,173534.0,33.19,71067.04,,
Alaska,2021,12,5.3,154502.0,1,200797.0,33.54,71074.55,,
Alaska,2022,1,6.1,149572.0,1,184712.0,30.19,68110.66,,
Alaska,2022,2,5.7,153382.0,1,173490.0,23.67,68102.96,,
Alaska,2022,3,5.0,194696.0,1,196682.0,19.34,68095.27,,
Alaska,2022,4,4.5,206649.0,1,192390.0,19.17,68482.72,,
Alaska,2022,5,4.1,211198.0,1,192494.0,19.1,68474.99,,
Alaska,2022,6,4.3,230886.0,1,196639.0,19.07,68467.25,,
Alaska,2022,7,3.6,212401.0,1,188234.0,19.05,68595.73,,
Alaska,2022,8,3.0,238177.0,1,204143.0,19.91,68587.98,,
Alaska,2022,9,3.2,236185.0,1,188763.0,22.49,68580.24,,
Alaska,2022,10,3.6,222812.0,1,195746.0,22.42,70043.07,,
Alaska,2022,11,4.1,185986.0,1,173567.0,22.39,70035.17,,
Alaska,2022,12,4.0,170782.0,1,193369.0,22.37,70027.26,,
Alaska,2023,1,4.7,192176.0,1,188651.0,,71380.54,,
Alaska,2023,2,4.8,177666.0,1,173784.0,,71365.3,,
Alaska,2023,3,4.4,212039.0,1,194235.0,,71350.06,,
Alaska,2023,4,4.0,210917.0,1,186383.0,,73402.51,,
Alaska,2023,5,4.0,257234.0,1,196655.0,,73386.84,,
Alaska,2023,6,4.4,259325.0,1,196796.0,,73371.18,,
Alaska,2023,7,3.7,249317.0,1,187326.0,,74742.16,,
Alaska,2023,8,3.7,279081.0,1,204051.0,,74726.22,,
Alaska,2023,9,3.9,251665.0,1,183588.0,,74710.29,,
Alaska,2023,10,4.1,263457.0,1,200493.0,,75197.04,,
Alaska,2023,11,4.4,181217.0,1,178183.0,,75181.01,,
Alaska,2023,12,4.6,210952.0,1,188629.0,,75164.99,,
Alaska,2024,1,5.1,213302.0,1,193998.0,,74483.7,1.0,0.0
Alaska,2024,2,5.3,220388.0,1,193219.0,,74477.52,1.0,0.0
Alaska,2024,3,4.8,246835.0,1,200415.0,,74471.35,1.0,0.0
Alaska,2024,4,4.5,281841.0,1,209878.0,,75659.66,1.0,0.0
Alaska,2024,5,4.3,293152.0,1,211325.0,,75653.38,1.0,0.0
Alaska,2024,6,4.9,275130.0,1,193928.0,,75647.11,1.0,0.0
Alaska,2024,7,4.4,284102.0,1,209736.0,,76577.19,1.0,0.0
Alaska,2024,8,4.1,295787.0,1,214250.0,,76570.84,1.0,0.0
Alaska,2024,9,4.0,268021.0,1,198524.0,,76564.5,1.0,0.0
Alaska,2024,10,4.4,262672.0,1,207774.0,,77005.86,1.0,0.0
Alaska,2024,11,4.9,201053.0,1,167882.0,,76999.48,1.0,0.0
Alaska,2024,12,4.7,202063.0,1,186932.0,,76993.1,1.0,0.0
Alaska,2025,1,5.4,196818.0,1,187547.0,,,,
Alaska,2025,2,5.4,221959.0,1,172269.0,,,,
Alaska,2025,3,4.9,245666.0,1,186549.0,,,,
Alaska,2025,4,4.7,252921.0,1,195185.0,,,,
Alaska,2025,5,4.5,223732.0,1,193239.0,,,,
Alaska,2025,6,5.1,248835.0,1,186623.0,,,,
Alaska,2025,7,4.5,275980.0,1,198550.0,,,,
Alaska,2025,8,3.9,290017.0,1,197699.0,,,,
Alaska,2025,9,4.3,273685.0,1,190574.0,,,,
Alaska,2025,10,4.65,281419.0,1,198573.0,,,,
Alaska,2025,11,5.0,231016.0,1,171476.0,,,,
Alaska,2025,12,5.0,237863.0,1,203348.0,,,,
Arizona,2016,1,5.6,5252692.0,0,2971973.0,,45150.54,1.0,0.0
Arizona,2016,2,5.4,5984063.0,0,3136343.0,,45094.63,1.0,0.0
Arizona,2016,3,5.3,6118290.0,0,3444122.0,,45038.86,1.0,0.0
Arizona,2016,4,5.4,5861391.0,0,3264715.0,,45552.77,1.0,0.0
Arizona,2016,5,5.3,5506248.0,0,3314738.0,,45496.57,1.0,0.0
Arizona,2016,6,5.9,4939879.0,0,3315149.0,,45440.51,1.0,0.0
Arizona,2016,7,6.0,5079405.0,0,3326360.0,,45993.47,1.0,0.0
Arizona,2016,8,5.8,6375843.0,0,3445333.0,,45936.94,1.0,0.0
Arizona,2016,9,5.6,6501656.0,0,3252185.0,,45880.55,1.0,0.0
Arizona,2016,10,5.4,6554939.0,0,3388920.0,,46019.39,1.0,0.0
Arizona,2016,11,5.0,6394360.0,0,3423749.0,,45963.03,1.0,0.0
Arizona,2016,12,5.0,6142225.0,0,3589852.0,,45906.81,1.0,0.0
Arizona,2017,1,5.3,6215668.0,0,3546557.0,,46561.56,,
Arizona,2017,2,5.1,6126710.0,0,3270280.0,,46497.71,,
Arizona,2017,3,4.8,6637464.0,0,3720794.0,,46434.04,,
Arizona,2017,4,4.7,6108340.0,0,3489117.0,,46647.49,,
Arizona,2017,5,4.8,6153340.0,0,3812979.0,,46583.78,,
Arizona,2017,6,5.3,5317639.0,0,3723610.0,,46520.25,,
Arizona,2017,7,5.4,4804040.0,0,3684426.0,,47246.35,,
Arizona,2017,8,5.3,6232864.0,0,3877268.0,,47182.09,,
Arizona,2017,9,4.9,6251702.0,0,3644059.0,,47118.0,,
Arizona,2017,10,4.6,6545261.0,0,3858405.0,,47421.28,,
Arizona,2017,11,4.6,6223874.0,0,3696505.0,,47357.05,,
Arizona,2017,12,4.6,5799395.0,0,3800046.0,,47292.98,,
Arizona,2018,1,5.0,6181606.0,0,3870510.0,,47977.26,,
Arizona,2018,2,4.8,5922312.0,0,3516445.0,,47906.14,,
Arizona,2018,3,4.5,6241356.0,0,3939766.0,,47835.24,,
Arizona,2018,4,4.5,6021671.0,0,3784124.0,,47902.12,,
Arizona,2018,5,4.4,5811460.0,0,3928889.0,,47831.44,,
Arizona,2018,6,5.2,5127723.0,0,3803379.0,,47760.96,,
Arizona,2018,7,5.2,5212299.0,0,3844719.0,,48115.43,,
Arizona,2018,8,5.1,6571305.0,0,3980824.0,,48044.74,,
Arizona,2018,9,4.8,6309268.0,0,3655730.0,,47974.26,,
Arizona,2018,10,4.7,6919974.0,0,3921983.0,,48125.75,,
Arizona,2018,11,4.6,6437336.0,0,3750529.0,,48055.35,,
Arizona,2018,12,4.9,5775018.0,0,3783441.0,,47985.17,,
Arizona,2019,1,5.3,6325724.0,0,3907902.0,,48226.49,,
Arizona,2019,2,4.8,5792532.0,0,3544639.0,,48284.54,,
Arizona,2019,3,4.7,6105021.0,0,3871354.0,,48342.73,,
Arizona,2019,4,4.5,6264087.0,0,3851380.0,,49034.18,,
Arizona,2019,5,4.7,5961981.0,0,3957263.0,,49093.42,,
Arizona,2019,6,5.2,5054367.0,0,3743939.0,,49152.79,,
Arizona,2019,7,5.4,4825208.0,0,3947678.0,,50139.21,,
Arizona,2019,8,5.1,5736793.0,0,4015662.0,,50200.0,,
Arizona,2019,9,4.6,5769245.0,0,3776123.0,,50260.93,,
Arizona,2019,10,4.6,6336661.0,0,4049259.0,,50938.96,,
Arizona,2019,11,4.4,5550475.0,0,3764548.0,,51000.95,,
Arizona,2019,12,4.3,5261814.0,0,3890723.0,,51063.08,,
Arizona,2020,1,4.7,5715035.0,0,3970491.0,1.43,50845.69,0.0,1.0
Arizona,2020,2,4.5,5504777.0,0,3703740.0,11.97,50794.22,0.0,1.0
Arizona,2020,3,5.3,4117168.0,0,3932677.0,34.91,50742.86,0.0,1.0
Arizona,2020,4,13.2,2674821.0,1,3568935.0,66.3,48186.23,0.0,1.0
Arizona,2020,5,11.2,2774603.0,1,3210041.0,63.59,48137.61,0.0,1.0
Arizona,2020,6,10.2,2764626.0,1,3395561.0,54.88,48089.08,0.0,1.0
Arizona,2020,7,9.9,2501517.0,1,3464603.0,58.33,51523.2,0.0,1.0
Arizona,2020,8,8.1,2452963.0,1,3567102.0,63.92,51471.37,0.0,1.0
Arizona,2020,9,7.5,2621366.0,1,3513511.0,59.26,51419.64,0.0,1.0
Arizona,2020,10,6.6,3009357.0,1,3653852.0,53.1,52545.59,0.0,1.0
Arizona,2020,11,6.3,2803712.0,1,3480859.0,52.59,52492.89,0.0,1.0
Arizona,2020,12,6.3,2844278.0,1,3625898.0,56.33,52440.29,0.0,1.0
Arizona,2021,1,6.4,2686902.0,1,3547910.0,60.63,52863.46,,
Arizona,2021,2,6.2,2656507.0,1,3321371.0,61.11,52805.36,,
Arizona,2021,3,5.7,2962358.0,1,3716488.0,51.81,52747.39,,
Arizona,2021,4,5.6,2945701.0,1,3607336.0,34.49,53737.77,,
Arizona,2021,5,5.5,2841852.0,1,3567100.0,29.63,53678.9,,
Arizona,2021,6,6.0,2642515.0,1,3556573.0,28.12,53620.16,,
Arizona,2021,7,5.4,2918698.0,1,3622800.0,26.45,54614.53,,
Arizona,2021,8,4.9,3283438.0,1,3623924.0,24.93,54554.9,,
Arizona,2021,9,4.3,3264073.0,1,3503328.0,22.23,54495.4,,
Arizona,2021,10,3.8,3621782.0,1,3559352.0,22.1,55707.46,,
Arizona,2021,11,3.4,3598051.0,1,3482560.0,21.08,55646.83,,
Arizona,2021,12,3.1,3336784.0,1,3523254.0,23.0,55586.33,,
Arizona,2022,1,3.8,3394230.0,1,3429570.0,19.73,55436.42,,
Arizona,2022,2,3.6,3316052.0,1,3228162.0,19.51,55385.06,,
Arizona,2022,3,3.3,3719355.0,1,3599464.0,19.37,55333.8,,
Arizona,2022,4,3.4,3651745.0,1,3399962.0,19.27,55767.03,,
Arizona,2022,5,3.6,3583641.0,1,3461586.0,19.2,55715.51,,
Arizona,2022,6,4.2,3329424.0,1,3418634.0,19.14,55664.09,,
Arizona,2022,7,4.2,3189828.0,1,3398621.0,19.09,56101.22,,
Arizona,2022,8,4.3,3993416.0,1,3567741.0,19.94,56049.53,,
Arizona,2022,9,3.9,4050874.0,1,3427029.0,22.51,55997.94,,
Arizona,2022,10,3.8,4109605.0,1,3500316.0,22.48,56340.71,,
Arizona,2022,11,3.5,3818475.0,1,3406747.0,22.33,56288.95,,
Arizona,2022,12,3.3,3491737.0,1,3472466.0,22.3,56237.28,,
Arizona,2023,1,3.5,3425255.0,1,3455392.0,,56719.79,,
Arizona,2023,2,3.5,3310078.0,1,3204919.0,,56653.68,,
Arizona,2023,3,3.4,3855113.0,1,3624066.0,,56587.72,,
Arizona,2023,4,3.3,3682959.0,1,3438293.0,,56900.35,,
Arizona,2023,5,3.7,3731057.0,1,3654255.0,,56834.27,,
Arizona,2023,6,4.1,3438714.0,1,3546610.0,,56768.33,,
Arizona,2023,7,4.2,3480581.0,1,3557523.0,,57316.87,,
Arizona,2023,8,4.2,4214193.0,1,3765480.0,,57250.52,,
Arizona,2023,9,3.9,4321039.0,1,3565766.0,,57184.33,,
Arizona,2023,10,3.8,4621177.0,1,3687933.0,,57403.81,,
Arizona,2023,11,3.4,4448637.0,1,3548828.0,,57337.6,,
Arizona,2023,12,3.2,4035643.0,1,3555795.0,,57271.54,,
Arizona,2024,1,3.4,4226251.0,1,3665538.0,,58191.55,1.0,0.0
Arizona,2024,2,3.3,4174575.0,1,3457573.0,,58148.33,1.0,0.0
Arizona,2024,3,3.0,4434862.0,1,3619705.0,,58105.18,1.0,0.0
Arizona,2024,4,2.9,4373517.0,1,3596926.0,,58699.86,1.0,0.0
Arizona,2024,5,3.3,4480812.0,1,3667427.0,,58656.36,1.0,0.0
Arizona,2024,6,4.0,3758442.0,1,3482006.0,,58612.92,1.0,0.0
Arizona,2024,7,4.3,3636619.0,1,3640340.0,,59209.86,1.0,0.0
Arizona,2024,8,4.2,4398526.0,1,3684378.0,,59166.08,1.0,0.0
Arizona,2024,9,3.8,4546951.0,1,3493135.0,,59122.37,1.0,0.0
Arizona,2024,10,3.8,5175091.0,1,3742884.0,,59707.09,1.0,0.0
Arizona,2024,11,3.7,4974356.0,1,3475087.0,,59663.04,1.0,0.0
Arizona,2024,12,3.5,4842325.0,1,3622357.0,,59619.06,1.0,0.0
Arizona,2025,1,3.9,5042088.0,1,3686001.0,,,,
Arizona,2025,2,3.9,4875636.0,1,3339302.0,,,,
Arizona,2025,3,4.0,4948921.0,1,3618912.0,,,,
Arizona,2025,4,3.5,5183864.0,1,3600362.0,,,,
Arizona,2025,5,4.1,4872028.0,1,3614890.0,,,,
Arizona,2025,6,4.5,4129164.0,1,3524204.0,,,,
Arizona,2025,7,4.7,3455296.0,1,3672656.0,,,,
Arizona,2025,8,4.8,3905869.0,1,3639240.0,,,,
Arizona,2025,9,4.7,4114848.0,1,3547126.0,,,,
Arizona,2025,10,4.5,4300327.0,1,3759715.0,,,,
Arizona,2025,11,4.3,4050940.0,1,3455390.0,,,,
Arizona,2025,12,4.0,3926239.0,1,3681260.0,,,,
Arkansas,2016,1,4.7,217922.0,0,269897.0,,40958.41,1.0,0.0
Arkansas,2016,2,4.6,239850.0,0,274337.0,,40944.68,1.0,0.0
Arkansas,2016,3,4.1,244575.0,0,293536.0,,40930.96,1.0,0.0
Arkansas,2016,4,3.6,232200.0,0,279179.0,,40967.34,1.0,0.0
Arkansas,2016,5,3.7,225557.0,0,270943.0,,40953.61,1.0,0.0
Arkansas,2016,6,4.3,233058.0,0,282108.0,,40939.9,1.0,0.0
Arkansas,2016,7,4.4,218590.0,0,267096.0,,40966.23,1.0,0.0
Arkansas,2016,8,4.0,246148.0,0,291489.0,,40952.52,1.0,0.0
Arkansas,2016,9,3.8,246973.0,0,271418.0,,40938.83,1.0,0.0
Arkansas,2016,10,3.4,246901.0,0,280059.0,,41355.02,1.0,0.0
Arkansas,2016,11,3.4,228051.0,0,270089.0,,41341.2,1.0,0.0
Arkansas,2016,12,3.7,211518.0,0,280197.0,,41327.38,1.0,0.0
Arkansas,2017,1,4.4,216125.0,0,261450.0,,41060.57,,
Arkansas,2017,2,4.3,216819.0,0,259234.0,,41051.11,,
Arkansas,2017,3,3.7,234053.0,0,291202.0,,41041.66,,
Arkansas,2017,4,3.3,209306.0,0,261652.0,,41065.47,,
