state,year,month,unemployment_rate,UPT,PostCOVID,VRM,StringencyIndex,gdp_per_capita,red,blue
Iowa,2022,1,3.7,807040.0,1,603509.0,21.34,63699.88,,
Iowa,2022,2,3.0,1116379.0,1,603111.0,21.19,63678.58,,
Iowa,2022,3,2.8,1058337.0,1,671014.0,20.51,63657.3,,
Iowa,2022,4,2.1,1109970.0,1,642857.0,19.2,63230.43,,
Iowa,2022,5,2.4,805679.0,1,607356.0,19.16,63209.32,,
Iowa,2022,6,2.8,564453.0,1,576562.0,19.12,63188.21,,
Iowa,2022,7,3.1,524483.0,1,534608.0,19.1,63301.15,,
Iowa,2022,8,3.2,1180244.0,1,671176.0,19.96,63280.03,,
Iowa,2022,9,2.6,1338531.0,1,606727.0,22.52,63258.93,,
Iowa,2022,10,2.8,1343750.0,1,622734.0,22.49,62580.83,,
Iowa,2022,11,2.8,1147467.0,1,591175.0,22.46,62559.97,,
Iowa,2022,12,2.9,852664.0,1,609364.0,22.44,62539.12,,
Iowa,2023,1,3.7,1030419.0,1,605543.0,,61896.16,,
Iowa,2023,2,3.3,1273181.0,1,592850.0,,61870.96,,
Iowa,2023,3,3.1,1228220.0,1,660191.0,,61845.77,,
Iowa,2023,4,2.3,1227400.0,1,618827.0,,61739.83,,
Iowa,2023,5,2.8,905006.0,1,620900.0,,61714.72,,
Iowa,2023,6,3.0,635472.0,1,587890.0,,61689.63,,
Iowa,2023,7,3.1,591400.0,1,546838.0,,62865.46,,
Iowa,2023,8,3.2,1368730.0,1,693270.0,,62839.92,,
Iowa,2023,9,2.7,1475228.0,1,616136.0,,62814.4,,
Iowa,2023,10,2.8,1554612.0,1,661900.0,,63582.33,,
Iowa,2023,11,2.5,1289932.0,1,605755.0,,63556.54,,
Iowa,2023,12,2.6,928568.0,1,582596.0,,63530.76,,
Iowa,2024,1,3.5,1140327.0,1,624295.0,,63554.53,1.0,0.0
Iowa,2024,2,3.1,1529697.0,1,640062.0,,63541.53,1.0,0.0
Iowa,2024,3,2.8,1262701.0,1,636426.0,,63528.53,1.0,0.0
Iowa,2024,4,2.2,1484610.0,1,669154.0,,63998.15,1.0,0.0
Iowa,2024,5,2.7,977957.0,1,615214.0,,63985.06,1.0,0.0
Iowa,2024,6,3.1,644009.0,1,534002.0,,63971.98,1.0,0.0
Iowa,2024,7,3.5,709087.0,1,618705.0,,63999.1,1.0,0.0
Iowa,2024,8,3.4,1350748.0,1,726517.0,,63986.02,1.0,0.0
Iowa,2024,9,2.9,1628746.0,1,672895.0,,63972.95,1.0,0.0
Iowa,2024,10,3.1,1825792.0,1,756198.0,,63830.11,1.0,0.0
Iowa,2024,11,3.1,1400233.0,1,652156.0,,63817.07,1.0,0.0
Iowa,2024,12,3.0,1224422.0,1,644612.0,,63804.04,1.0,0.0
Iowa,2025,1,4.0,1177819.0,1,668540.0,,,,
Iowa,2025,2,3.8,1582134.0,1,661104.0,,,,
Iowa,2025,3,3.7,1345725.0,1,686588.0,,,,
Iowa,2025,4,3.2,1638598.0,1,724741.0,,,,
Iowa,2025,5,3.6,1152579.0,1,677647.0,,,,
Iowa,2025,6,3.8,751106.0,1,609118.0,,,,
Iowa,2025,7,4.1,738164.0,1,622092.0,,,,
Iowa,2025,8,4.2,1346502.0,1,699020.0,,,,
Iowa,2025,9,3.1,1730642.0,1,694020.0,,,,
Iowa,2025,10,3.1,1799208.0,1,752066.0,,,,
Iowa,2025,11,3.1,1343323.0,1,623063.0,,,,
Iowa,2025,12,3.3,1245855.0,1,670092.0,,,,
Kansas,2016,1,4.1,481753.0,0,345692.0,,55438.13,1.0,0.0
Kansas,2016,2,4.2,684467.0,0,388450.0,,55441.44,1.0,0.0
Kansas,2016,3,4.1,605125.0,0,420309.0,,55444.75,1.0,0.0
Kansas,2016,4,3.8,586738.0,0,396797.0,,56416.31,1.0,0.0
Kansas,2016,5,3.8,352672.0,0,361194.0,,56419.67,1.0,0.0
Kansas,2016,6,4.4,286383.0,0,350343.0,,56423.04,1.0,0.0
Kansas,2016,7,4.7,273863.0,0,347124.0,,57044.55,1.0,0.0
Kansas,2016,8,4.4,463025.0,0,402807.0,,57047.96,1.0,0.0
Kansas,2016,9,4.0,624629.0,0,402822.0,,57051.36,1.0,0.0
Kansas,2016,10,4.0,619565.0,0,415288.0,,57247.11,1.0,0.0
Kansas,2016,11,3.6,603108.0,0,400961.0,,57250.53,1.0,0.0
Kansas,2016,12,3.6,428053.0,0,392797.0,,57253.95,1.0,0.0
Kansas,2017,1,4.1,467827.0,0,384354.0,,57075.29,,
Kansas,2017,2,4.1,622797.0,0,394897.0,,57072.26,,
Kansas,2017,3,3.8,610002.0,0,431012.0,,57069.22,,
Kansas,2017,4,3.5,592178.0,0,395000.0,,56987.19,,
Kansas,2017,5,3.6,405612.0,0,396895.0,,56984.16,,
Kansas,2017,6,3.8,324291.0,0,378695.0,,56981.14,,
Kansas,2017,7,4.2,289787.0,0,357098.0,,57022.76,,
Kansas,2017,8,4.0,485455.0,0,411713.0,,57019.73,,
Kansas,2017,9,3.3,632812.0,0,422528.0,,57016.7,,
Kansas,2017,10,3.1,623313.0,0,436292.0,,57346.74,,
Kansas,2017,11,3.1,595991.0,0,415976.0,,57343.7,,
Kansas,2017,12,3.1,384037.0,0,381949.0,,57340.65,,
Kansas,2018,1,3.6,458786.0,0,404744.0,,57636.29,,
Kansas,2018,2,3.8,524140.0,0,392969.0,,57636.48,,
Kansas,2018,3,3.6,523920.0,0,446904.0,,57636.67,,
Kansas,2018,4,3.1,550896.0,0,431838.0,,58048.84,,
Kansas,2018,5,3.1,358292.0,0,425714.0,,58049.03,,
Kansas,2018,6,3.6,287217.0,0,392428.0,,58049.21,,
Kansas,2018,7,3.8,282587.0,0,388156.0,,58698.29,,
Kansas,2018,8,3.5,485961.0,0,436351.0,,58698.48,,
Kansas,2018,9,2.9,600296.0,0,410493.0,,58698.67,,
Kansas,2018,10,3.0,640010.0,0,464749.0,,58794.99,,
Kansas,2018,11,2.7,533184.0,0,421507.0,,58795.18,,
Kansas,2018,12,3.0,336078.0,0,388586.0,,58795.37,,
Kansas,2019,1,3.7,383405.0,0,422442.0,,57466.86,,
Kansas,2019,2,3.5,529775.0,0,428116.0,,57424.74,,
Kansas,2019,3,3.4,497358.0,0,448855.0,,57382.68,,
Kansas,2019,4,2.8,585526.0,0,467003.0,,58166.29,,
Kansas,2019,5,3.0,414857.0,0,441790.0,,58123.75,,
Kansas,2019,6,3.3,294318.0,0,372140.0,,58081.26,,
Kansas,2019,7,3.8,305298.0,0,381103.0,,58182.41,,
Kansas,2019,8,3.4,417080.0,0,417246.0,,58139.95,,
Kansas,2019,9,2.8,620292.0,0,435081.0,,58097.55,,
Kansas,2019,10,2.9,637528.0,0,468769.0,,58280.32,,
Kansas,2019,11,2.7,546579.0,0,428923.0,,58237.88,,
Kansas,2019,12,2.7,435678.0,0,409249.0,,58195.51,,
Kansas,2020,1,3.2,419131.0,0,404077.0,0.36,58571.8,1.0,0.0
Kansas,2020,2,3.2,578926.0,0,411009.0,6.42,58570.65,1.0,0.0
Kansas,2020,3,3.6,282538.0,0,415033.0,41.83,58569.5,1.0,0.0
Kansas,2020,4,11.8,121915.0,1,364066.0,79.63,53742.67,1.0,0.0
Kansas,2020,5,9.3,138187.0,1,332811.0,72.04,53741.62,1.0,0.0
Kansas,2020,6,7.5,169794.0,1,352205.0,62.35,53740.56,1.0,0.0
Kansas,2020,7,7.3,158472.0,1,357812.0,59.59,57186.71,1.0,0.0
Kansas,2020,8,5.9,186752.0,1,356880.0,57.38,57185.58,1.0,0.0
Kansas,2020,9,5.3,225818.0,1,395733.0,54.63,57184.46,1.0,0.0
Kansas,2020,10,4.6,231285.0,1,421673.0,54.63,57309.24,1.0,0.0
Kansas,2020,11,4.2,189563.0,1,369599.0,55.29,57308.12,1.0,0.0
Kansas,2020,12,4.1,160044.0,1,335869.0,56.94,57306.99,1.0,0.0
Kansas,2021,1,4.3,152905.0,1,306596.0,56.94,56404.19,,
Kansas,2021,2,4.0,174465.0,1,360600.0,53.96,56405.68,,
Kansas,2021,3,3.7,217719.0,1,420439.0,44.1,56407.17,,
Kansas,2021,4,3.4,208542.0,1,402747.0,32.09,58188.34,,
Kansas,2021,5,3.4,160037.0,1,351282.0,30.33,58189.88,,
Kansas,2021,6,4.1,156576.0,1,353379.0,30.54,58191.42,,
Kansas,2021,7,4.1,155308.0,1,344431.0,35.56,58485.62,,
Kansas,2021,8,3.6,272490.0,1,378135.0,33.97,58487.17,,
Kansas,2021,9,2.9,408962.0,1,403977.0,35.2,58488.71,,
Kansas,2021,10,2.8,372731.0,1,411307.0,33.82,58868.03,,
Kansas,2021,11,2.2,356815.0,1,388962.0,32.19,58869.59,,
Kansas,2021,12,2.0,256113.0,1,385219.0,28.38,58871.15,,
Kansas,2022,1,2.8,268721.0,1,363576.0,22.11,60424.76,,
Kansas,2022,2,2.8,337277.0,1,369398.0,19.53,60404.69,,
Kansas,2022,3,2.7,330580.0,1,422790.0,19.52,60384.63,,
Kansas,2022,4,2.3,343206.0,1,408384.0,19.52,59861.35,,
Kansas,2022,5,2.5,232465.0,1,372858.0,19.52,59841.49,,
Kansas,2022,6,2.9,192702.0,1,359557.0,19.21,59821.63,,
Kansas,2022,7,3.3,218756.0,1,347648.0,19.07,60718.95,,
Kansas,2022,8,3.2,339481.0,1,408188.0,19.92,60698.82,,
Kansas,2022,9,2.6,441755.0,1,406135.0,22.49,60678.71,,
Kansas,2022,10,2.8,416024.0,1,413731.0,22.44,60668.78,,
Kansas,2022,11,2.5,390539.0,1,403541.0,22.4,60648.69,,
Kansas,2022,12,2.4,262064.0,1,389949.0,22.37,60628.61,,
Kansas,2023,1,3.0,345392.0,1,394604.0,,61042.48,,
Kansas,2023,2,3.2,415838.0,1,387470.0,,61015.76,,
Kansas,2023,3,3.0,424799.0,1,441168.0,,60989.06,,
Kansas,2023,4,2.6,418340.0,1,401474.0,,60688.14,,
Kansas,2023,5,2.8,320812.0,1,411609.0,,60661.61,,
Kansas,2023,6,3.0,258490.0,1,371595.0,,60635.1,,
Kansas,2023,7,3.2,251194.0,1,353058.0,,61098.89,,
Kansas,2023,8,3.2,473701.0,1,414653.0,,61072.21,,
Kansas,2023,9,2.8,566281.0,1,409136.0,,61045.56,,
Kansas,2023,10,3.0,537816.0,1,431545.0,,61140.49,,
Kansas,2023,11,2.3,487308.0,1,403387.0,,61113.83,,
Kansas,2023,12,2.4,326777.0,1,378146.0,,61087.19,,
Kansas,2024,1,3.1,370100.0,1,403556.0,,60568.21,1.0,0.0
Kansas,2024,2,3.6,508450.0,1,411341.0,,60547.84,1.0,0.0
Kansas,2024,3,3.4,430459.0,1,408609.0,,60527.49,1.0,0.0
Kansas,2024,4,3.1,501222.0,1,432679.0,,61430.26,1.0,0.0
Kansas,2024,5,3.4,335877.0,1,401029.0,,61409.63,1.0,0.0
Kansas,2024,6,3.9,230013.0,1,351189.0,,61389.01,1.0,0.0
Kansas,2024,7,4.4,236826.0,1,376273.0,,61223.68,1.0,0.0
Kansas,2024,8,4.1,358687.0,1,408900.0,,61203.14,1.0,0.0
Kansas,2024,9,3.4,526098.0,1,398679.0,,61182.61,1.0,0.0
Kansas,2024,10,3.7,537288.0,1,443720.0,,61377.27,1.0,0.0
Kansas,2024,11,3.5,444966.0,1,390120.0,,61356.7,1.0,0.0
Kansas,2024,12,3.3,353076.0,1,392653.0,,61336.14,1.0,0.0
Kansas,2025,1,3.9,335208.0,1,392597.0,,,,
Kansas,2025,2,4.1,399901.0,1,371415.0,,,,
Kansas,2025,3,3.8,401684.0,1,409154.0,,,,
Kansas,2025,4,3.6,489712.0,1,433977.0,,,,
Kansas,2025,5,3.7,333634.0,1,402284.0,,,,
Kansas,2025,6,4.1,225425.0,1,373880.0,,,,
Kansas,2025,7,4.4,241022.0,1,389016.0,,,,
Kansas,2025,8,4.3,393470.0,1,403438.0,,,,
Kansas,2025,9,3.6,537673.0,1,424031.0,,,,
Kansas,2025,10,3.45,533287.0,1,451420.0,,,,
Kansas,2025,11,3.3,409922.0,1,384364.0,,,,
Kansas,2025,12,3.4,416996.0,1,417882.0,,,,
Kentucky,2016,1,5.7,1528753.0,0,975931.0,,44589.27,1.0,0.0
Kentucky,2016,2,5.7,1695106.0,0,968704.0,,44576.48,1.0,0.0
Kentucky,2016,3,5.6,1749683.0,0,1041329.0,,44563.7,1.0,0.0
Kentucky,2016,4,4.7,1670103.0,0,990854.0,,45151.72,1.0,0.0
Kentucky,2016,5,4.8,1567489.0,0,987026.0,,45138.79,1.0,0.0
Kentucky,2016,6,5.4,1596021.0,0,983839.0,,45125.86,1.0,0.0
Kentucky,2016,7,5.3,1488400.0,0,956029.0,,45580.57,1.0,0.0
Kentucky,2016,8,4.8,1822412.0,0,1034647.0,,45567.52,1.0,0.0
Kentucky,2016,9,4.8,1890777.0,0,992617.0,,45554.48,1.0,0.0
Kentucky,2016,10,4.7,1881275.0,0,996830.0,,45521.23,1.0,0.0
Kentucky,2016,11,4.4,1739173.0,0,972637.0,,45508.21,1.0,0.0
Kentucky,2016,12,4.7,1479567.0,0,993317.0,,45495.2,1.0,0.0
Kentucky,2017,1,5.7,1605905.0,0,1035667.0,,45356.51,,
Kentucky,2017,2,5.7,1676867.0,0,921104.0,,45349.14,,
Kentucky,2017,3,5.3,1736415.0,0,1040060.0,,45341.78,,
Kentucky,2017,4,4.6,1594343.0,0,966004.0,,45610.34,,
Kentucky,2017,5,4.7,1556740.0,0,1019172.0,,45602.94,,
Kentucky,2017,6,5.3,1484482.0,0,995650.0,,45595.54,,
Kentucky,2017,7,5.3,1461172.0,0,983672.0,,45680.07,,
Kentucky,2017,8,4.6,1674385.0,0,1058941.0,,45672.66,,
Kentucky,2017,9,4.2,1731746.0,0,976093.0,,45665.26,,
Kentucky,2017,10,4.0,1828016.0,0,1030550.0,,45969.36,,
Kentucky,2017,11,3.8,1690665.0,0,985883.0,,45961.91,,
Kentucky,2017,12,3.9,1349693.0,0,981064.0,,45954.46,,
Kentucky,2018,1,4.7,1503043.0,0,1021720.0,,45823.81,,
Kentucky,2018,2,4.8,1541823.0,0,952827.0,,45816.91,,
Kentucky,2018,3,4.6,1591097.0,0,1050585.0,,45810.01,,
Kentucky,2018,4,3.9,1604784.0,0,1004012.0,,46145.67,,
Kentucky,2018,5,4.0,1454098.0,0,1033926.0,,46138.72,,
Kentucky,2018,6,4.7,1385640.0,0,1001519.0,,46131.78,,
Kentucky,2018,7,4.6,1453998.0,0,995813.0,,46097.98,,
Kentucky,2018,8,3.9,1712572.0,0,1052027.0,,46091.04,,
Kentucky,2018,9,4.0,1621178.0,0,965744.0,,46084.1,,
Kentucky,2018,10,3.8,1872156.0,0,1064125.0,,46329.94,,
Kentucky,2018,11,3.5,1609965.0,0,988611.0,,46322.97,,
Kentucky,2018,12,3.8,1328965.0,0,964641.0,,46316.01,,
Kentucky,2019,1,4.7,1526643.0,0,1018232.0,,46711.51,,
Kentucky,2019,2,4.7,1432472.0,0,929622.0,,46680.26,,
Kentucky,2019,3,4.7,1425908.0,0,1011760.0,,46649.06,,
Kentucky,2019,4,3.8,1543506.0,0,999531.0,,47059.73,,
Kentucky,2019,5,4.0,1365192.0,0,1023240.0,,47028.31,,
Kentucky,2019,6,4.6,1247667.0,0,941224.0,,46996.93,,
Kentucky,2019,7,4.6,1338732.0,0,999183.0,,47364.23,,
Kentucky,2019,8,3.9,1500640.0,0,1034982.0,,47332.68,,
Kentucky,2019,9,3.6,1624045.0,0,984690.0,,47301.16,,
Kentucky,2019,10,3.6,1721392.0,0,1078937.0,,47707.53,,
Kentucky,2019,11,3.5,1460413.0,0,984820.0,,47675.81,,
Kentucky,2019,12,3.6,1323790.0,0,1010048.0,,47644.13,,
Kentucky,2020,1,4.5,1438489.0,0,1087855.0,4.48,47073.48,1.0,0.0
Kentucky,2020,2,4.4,1421477.0,0,1007786.0,11.97,47073.41,1.0,0.0
Kentucky,2020,3,5.2,1017883.0,0,920075.0,47.01,47073.34,1.0,0.0
Kentucky,2020,4,16.1,474028.0,1,642065.0,90.37,42614.82,1.0,0.0
Kentucky,2020,5,12.9,513120.0,1,654947.0,82.38,42614.76,1.0,0.0
Kentucky,2020,6,5.8,592477.0,1,674196.0,76.98,42614.7,1.0,0.0
Kentucky,2020,7,6.1,674933.0,1,761341.0,67.2,46806.9,1.0,0.0
Kentucky,2020,8,4.9,706636.0,1,902184.0,67.02,46806.84,1.0,0.0
Kentucky,2020,9,4.8,727613.0,1,921009.0,62.96,46806.77,1.0,0.0
Kentucky,2020,10,4.2,767153.0,1,973444.0,62.06,46815.57,1.0,0.0
Kentucky,2020,11,4.1,674777.0,1,918597.0,59.69,46815.51,1.0,0.0
Kentucky,2020,12,4.6,622298.0,1,957310.0,62.04,46815.44,1.0,0.0
Kentucky,2021,1,5.2,622012.0,1,932419.0,60.37,47451.97,,
Kentucky,2021,2,5.1,581216.0,1,904893.0,60.19,47440.67,,
Kentucky,2021,3,4.9,745744.0,1,1005688.0,60.19,47429.37,,
Kentucky,2021,4,4.2,706830.0,1,937596.0,41.36,47619.78,,
Kentucky,2021,5,4.2,647148.0,1,902682.0,38.35,47608.45,,
Kentucky,2021,6,5.4,638267.0,1,897189.0,35.35,47597.12,,
Kentucky,2021,7,5.0,665391.0,1,910923.0,33.1,47612.37,,
Kentucky,2021,8,4.2,784016.0,1,916793.0,33.51,47601.05,,
Kentucky,2021,9,4.1,852241.0,1,884013.0,35.26,47589.73,,
Kentucky,2021,10,3.9,825660.0,1,911084.0,35.25,48342.02,,
Kentucky,2021,11,3.7,788149.0,1,913651.0,34.32,48330.53,,
Kentucky,2021,12,3.6,700812.0,1,941455.0,32.79,48319.05,,
Kentucky,2022,1,4.6,705359.0,1,922019.0,27.56,48070.9,,
Kentucky,2022,2,4.4,728114.0,1,847185.0,19.99,48045.48,,
Kentucky,2022,3,4.4,857107.0,1,974403.0,19.9,48020.07,,
Kentucky,2022,4,3.5,809593.0,1,912955.0,19.84,48672.64,,
Kentucky,2022,5,3.9,763314.0,1,929140.0,19.79,48646.93,,
Kentucky,2022,6,4.5,767005.0,1,893532.0,19.76,48621.26,,
Kentucky,2022,7,4.5,749261.0,1,896105.0,19.73,48851.36,,
Kentucky,2022,8,4.0,947076.0,1,953286.0,20.52,48825.6,,
Kentucky,2022,9,3.7,1036560.0,1,930924.0,22.9,48799.87,,
Kentucky,2022,10,3.8,1028475.0,1,938917.0,22.88,49141.78,,
Kentucky,2022,11,3.7,958438.0,1,918700.0,22.85,49115.91,,
Kentucky,2022,12,3.6,804427.0,1,943144.0,22.83,49090.06,,
Kentucky,2023,1,4.5,948731.0,1,969730.0,,49473.04,,
Kentucky,2023,2,4.7,961704.0,1,893985.0,,49442.17,,
Kentucky,2023,3,4.3,1013526.0,1,974041.0,,49411.33,,
Kentucky,2023,4,3.6,985640.0,1,895475.0,,49428.8,,
Kentucky,2023,5,4.1,929319.0,1,977840.0,,49398.01,,
Kentucky,2023,6,4.7,888349.0,1,930499.0,,49367.26,,
Kentucky,2023,7,4.6,886278.0,1,912666.0,,49993.44,,
Kentucky,2023,8,4.3,1109672.0,1,998822.0,,49962.36,,
Kentucky,2023,9,4.2,1167058.0,1,936355.0,,49931.31,,
Kentucky,2023,10,4.1,1180435.0,1,984690.0,,50055.48,,
Kentucky,2023,11,4.1,1105269.0,1,979892.0,,50024.42,,
Kentucky,2023,12,4.2,934903.0,1,941925.0,,49993.4,,
Kentucky,2024,1,5.0,999729.0,1,985624.0,,50019.13,1.0,0.0
Kentucky,2024,2,5.4,1088532.0,1,940889.0,,49998.39,1.0,0.0
Kentucky,2024,3,5.1,1088702.0,1,985935.0,,49977.67,1.0,0.0
Kentucky,2024,4,4.4,1106264.0,1,985582.0,,50246.74,1.0,0.0
Kentucky,2024,5,4.6,991390.0,1,960249.0,,50225.93,1.0,0.0
Kentucky,2024,6,5.4,931944.0,1,924455.0,,50205.14,1.0,0.0
Kentucky,2024,7,5.8,933770.0,1,888335.0,,50497.72,1.0,0.0
Kentucky,2024,8,5.3,1091603.0,1,897800.0,,50476.83,1.0,0.0
Kentucky,2024,9,4.9,1103026.0,1,854527.0,,50455.96,1.0,0.0
Kentucky,2024,10,5.0,1250346.0,1,919200.0,,50400.34,1.0,0.0
Kentucky,2024,11,5.0,1050602.0,1,852358.0,,50379.52,1.0,0.0
Kentucky,2024,12,5.0,911786.0,1,870484.0,,50358.72,1.0,0.0
Kentucky,2025,1,5.5,886107.0,1,828308.0,,,,
Kentucky,2025,2,5.5,930885.0,1,792566.0,,,,
Kentucky,2025,3,5.5,1013037.0,1,868672.0,,,,
Kentucky,2025,4,4.4,1005521.0,1,838665.0,,,,
Kentucky,2025,5,4.4,896940.0,1,834750.0,,,,
Kentucky,2025,6,4.9,832513.0,1,802957.0,,,,
Kentucky,2025,7,5.6,873157.0,1,739909.0,,,,
Kentucky,2025,8,4.4,1001602.0,1,823929.0,,,,
Kentucky,2025,9,4.5,1152342.0,1,819680.0,,,,
Kentucky,2025,10,4.45,1166680.0,1,849086.0,,,,
Kentucky,2025,11,4.4,964491.0,1,776309.0,,,,
Kentucky,2025,12,3.5,862067.0,1,798173.0,,,,
Louisiana,2016,1,6.2,1704637.0,0,1009223.0,,50395.76,1.0,0.0
Louisiana,2016,2,5.8,1769777.0,0,985316.0,,50402.65,1.0,0.0
Louisiana,2016,3,5.9,1761187.0,0,1054893.0,,50409.53,1.0,0.0
Louisiana,2016,4,5.7,1777037.0,0,1052345.0,,50294.61,1.0,0.0
Louisiana,2016,5,5.8,1610072.0,0,1090504.0,,50301.48,1.0,0.0
Louisiana,2016,6,6.9,1573298.0,0,1086709.0,,50308.36,1.0,0.0
Louisiana,2016,7,6.7,1497652.0,0,1084638.0,,50278.89,1.0,0.0
Louisiana,2016,8,6.4,1647453.0,0,1080206.0,,50285.77,1.0,0.0
Louisiana,2016,9,6.4,1807287.0,0,1055813.0,,50292.64,1.0,0.0
Louisiana,2016,10,5.8,1869375.0,0,1124026.0,,50423.57,1.0,0.0
Louisiana,2016,11,5.5,1740483.0,0,1086607.0,,50430.47,1.0,0.0
Louisiana,2016,12,5.4,1555408.0,0,1120435.0,,50437.36,1.0,0.0
Louisiana,2017,1,6.1,1678693.0,0,1109651.0,,51026.25,,
Louisiana,2017,2,5.5,1724637.0,0,1031282.0,,51034.64,,
Louisiana,2017,3,5.2,1838284.0,0,1149363.0,,51043.04,,
Louisiana,2017,4,5.1,1641742.0,0,1072424.0,,51295.47,,
Louisiana,2017,5,5.1,1613712.0,0,1148726.0,,51303.92,,
Louisiana,2017,6,5.7,1492353.0,0,1115327.0,,51312.36,,
Louisiana,2017,7,5.6,1497862.0,0,1107168.0,,51511.42,,
Louisiana,2017,8,5.4,1678725.0,0,1173603.0,,51519.9,,
Louisiana,2017,9,5.0,1850976.0,0,1104393.0,,51528.39,,
Louisiana,2017,10,4.4,1845166.0,0,1150999.0,,51579.73,,
Louisiana,2017,11,4.3,1762777.0,0,1106828.0,,51588.23,,
Louisiana,2017,12,4.2,1560105.0,0,1123845.0,,51596.72,,
Louisiana,2018,1,4.8,1544798.0,0,1106304.0,,52422.04,,
Louisiana,2018,2,4.5,1631503.0,0,1022116.0,,52427.82,,
Louisiana,2018,3,4.6,1786054.0,0,1138190.0,,52433.59,,
Louisiana,2018,4,4.5,1722884.0,0,1104285.0,,52559.47,,
Louisiana,2018,5,4.7,1643383.0,0,1165870.0,,52565.26,,
Louisiana,2018,6,6.0,1535013.0,0,1115588.0,,52571.05,,
Louisiana,2018,7,5.6,1522167.0,0,1130722.0,,52615.46,,
Louisiana,2018,8,5.2,1727967.0,0,1160080.0,,52621.26,,
Louisiana,2018,9,4.8,1690861.0,0,1074527.0,,52627.06,,
Louisiana,2018,10,4.6,1877000.0,0,1173896.0,,52795.96,,
Louisiana,2018,11,4.3,1625216.0,0,1080896.0,,52801.78,,
Louisiana,2018,12,4.4,1455533.0,0,1044319.0,,52807.6,,
Louisiana,2019,1,5.1,1641138.0,0,1075180.0,,52895.0,,
Louisiana,2019,2,4.3,1609389.0,0,1001725.0,,52900.81,,
Louisiana,2019,3,4.1,1651272.0,0,1116324.0,,52906.63,,
Louisiana,2019,4,3.8,1589179.0,0,1203079.0,,52826.54,,
Louisiana,2019,5,4.3,1577321.0,0,1114315.0,,52832.35,,
Louisiana,2019,6,5.4,1435327.0,0,1123977.0,,52838.15,,
Louisiana,2019,7,5.3,1433737.0,0,1137238.0,,53198.4,,
Louisiana,2019,8,5.0,1635935.0,0,1166669.0,,53204.25,,
Louisiana,2019,9,4.7,1776204.0,0,1149217.0,,53210.1,,
Louisiana,2019,10,4.7,1807092.0,0,1235583.0,,53001.07,,
Louisiana,2019,11,4.6,1668166.0,0,1164744.0,,53006.89,,
Louisiana,2019,12,4.4,1573626.0,0,1221099.0,,53012.72,,
Louisiana,2020,1,4.8,1570353.0,0,1222771.0,0.36,50596.02,1.0,0.0
Louisiana,2020,2,4.0,1519989.0,0,1109301.0,6.42,50617.37,1.0,0.0
Louisiana,2020,3,6.8,1060385.0,0,1112471.0,43.34,50638.74,1.0,0.0
Louisiana,2020,4,13.0,349690.0,1,791188.0,75.93,45787.39,1.0,0.0
Louisiana,2020,5,12.6,653783.0,1,852355.0,73.9,45806.74,1.0,0.0
Louisiana,2020,6,11.7,596452.0,1,933113.0,72.22,45826.1,1.0,0.0
Louisiana,2020,7,11.0,562431.0,1,967652.0,70.96,48741.8,1.0,0.0
Louisiana,2020,8,9.0,608129.0,1,935727.0,66.75,48762.43,1.0,0.0
Louisiana,2020,9,9.3,938346.0,1,957119.0,60.18,48783.07,1.0,0.0
Louisiana,2020,10,7.9,760332.0,1,1008832.0,58.33,49246.06,1.0,0.0
Louisiana,2020,11,6.9,698409.0,1,964349.0,55.25,49266.92,1.0,0.0
Louisiana,2020,12,6.9,731179.0,1,1011912.0,54.75,49287.8,1.0,0.0
Louisiana,2021,1,7.2,700398.0,1,968615.0,61.29,50888.01,,
Louisiana,2021,2,6.6,588966.0,1,844433.0,60.05,50913.41,,
Louisiana,2021,3,6.2,772863.0,1,1024924.0,57.93,50938.83,,
Louisiana,2021,4,6.2,759942.0,1,1004143.0,54.26,52545.95,,
Louisiana,2021,5,6.1,763751.0,1,1022159.0,54.32,52572.21,,
Louisiana,2021,6,7.0,747094.0,1,1051371.0,49.65,52598.5,,
Louisiana,2021,7,6.1,772501.0,1,1079801.0,45.3,52997.53,,
Louisiana,2021,8,5.3,713228.0,1,913105.0,47.44,53024.05,,
Louisiana,2021,9,5.0,464166.0,1,760472.0,51.19,53050.61,,
Louisiana,2021,10,4.3,784805.0,1,1064102.0,49.37,53684.85,,
Louisiana,2021,11,3.8,807821.0,1,1035766.0,48.23,53711.76,,
Louisiana,2021,12,3.4,808946.0,1,1041687.0,49.25,53738.7,,
Louisiana,2022,1,4.2,865000.0,1,1026277.0,40.46,52146.41,,
Louisiana,2022,2,3.7,883611.0,1,968607.0,41.14,52148.41,,
Louisiana,2022,3,3.5,1050102.0,1,1093749.0,33.9,52150.41,,
Louisiana,2022,4,3.3,1062756.0,1,1032738.0,26.54,52004.59,,
Louisiana,2022,5,3.5,1073464.0,1,1051776.0,26.48,52006.58,,
Louisiana,2022,6,4.5,1087421.0,1,1052281.0,26.43,52008.57,,
Louisiana,2022,7,4.1,1075315.0,1,1046842.0,27.84,52110.57,,
Louisiana,2022,8,3.9,1157925.0,1,1088906.0,28.8,52112.57,,
Louisiana,2022,9,3.6,1202828.0,1,1045139.0,27.63,52114.56,,
Louisiana,2022,10,3.3,1276054.0,1,1126039.0,26.33,52466.61,,
Louisiana,2022,11,3.2,1201988.0,1,1106590.0,24.48,52468.62,,
