State,Year,Month,Ridership_UPT,PostCOVID
DC,2007,12,10115829.0,0
DC,2008,1,10894148.0,0
DC,2008,2,9978450.0,0
DC,2008,3,11391015.0,0
DC,2008,4,11853813.0,0
DC,2008,5,11794164.0,0
DC,2008,6,11507803.0,0
DC,2008,7,12388465.0,0
DC,2008,8,11990435.0,0
DC,2008,9,12167803.0,0
DC,2008,10,12594098.0,0
DC,2008,11,10404190.0,0
DC,2008,12,10671321.0,0
DC,2009,1,10358215.0,0
DC,2009,2,10420294.0,0
DC,2009,3,11530173.0,0
DC,2009,4,11516525.0,0
DC,2009,5,11213941.0,0
DC,2009,6,11634848.0,0
DC,2009,7,12067155.0,0
DC,2009,8,11518171.0,0
DC,2009,9,11663230.0,0
DC,2009,10,11793837.0,0
DC,2009,11,10148064.0,0
DC,2009,12,9501102.0,0
DC,2010,1,9991017.0,0
DC,2010,2,7403549.0,0
DC,2010,3,11396113.0,0
DC,2010,4,11192360.0,0
DC,2010,5,10780982.0,0
DC,2010,6,10952182.0,0
DC,2010,7,10913272.0,0
DC,2010,8,10999213.0,0
DC,2010,9,11106022.0,0
DC,2010,10,11081046.0,0
DC,2010,11,10584341.0,0
DC,2010,12,9427188.0,0
DC,2011,1,9712130.0,0
DC,2011,2,10193023.0,0
DC,2011,3,12097626.0,0
DC,2011,4,11303272.0,0
DC,2011,5,11476223.0,0
DC,2011,6,11672657.0,0
DC,2011,7,11202594.0,0
DC,2011,8,11931621.0,0
DC,2011,9,11705071.0,0
DC,2011,10,11666698.0,0
DC,2011,11,11063732.0,0
DC,2011,12,10794685.0,0
DC,2012,1,11102747.0,0
DC,2012,2,11227939.0,0
DC,2012,3,12141429.0,0
DC,2012,4,11431494.0,0
DC,2012,5,11998120.0,0
DC,2012,6,11361975.0,0
DC,2012,7,11540935.0,0
DC,2012,8,12211833.0,0
DC,2012,9,11517470.0,0
DC,2012,10,11566545.0,0
DC,2012,11,11085547.0,0
DC,2012,12,10369257.0,0
DC,2013,1,11102317.0,0
DC,2013,2,10658541.0,0
DC,2013,3,11601808.0,0
DC,2013,4,12141825.0,0
DC,2013,5,12393136.0,0
DC,2013,6,11511483.0,0
DC,2013,7,12139899.0,0
DC,2013,8,12114975.0,0
DC,2013,9,11976235.0,0
DC,2013,10,12649124.0,0
DC,2013,11,11225918.0,0
DC,2013,12,10773814.0,0
DC,2014,1,10896635.0,0
DC,2014,2,10337219.0,0
DC,2014,3,11186179.0,0
DC,2014,4,12105683.0,0
DC,2014,5,12259049.0,0
DC,2014,6,11910408.0,0
DC,2014,7,12409241.0,0
DC,2014,8,11906576.0,0
DC,2014,9,12281108.0,0
DC,2014,10,12655267.0,0
DC,2014,11,10580024.0,0
DC,2014,12,10908180.0,0
DC,2015,1,10567344.0,0
DC,2015,2,9685662.0,0
DC,2015,3,11378466.0,0
DC,2015,4,11900381.0,0
DC,2015,5,11798641.0,0
DC,2015,6,11778662.0,0
DC,2015,7,12166456.0,0
DC,2015,8,11667605.0,0
DC,2015,9,11821772.0,0
DC,2015,10,11968884.0,0
DC,2015,11,10630524.0,0
DC,2015,12,10661227.0,0
DC,2016,1,8596883.0,0
DC,2016,2,10186517.0,0
DC,2016,3,11748543.0,0
DC,2016,4,11171588.0,0
DC,2016,5,11196407.0,0
DC,2016,6,11365302.0,0
DC,2016,7,11036538.0,0
DC,2016,8,11474104.0,0
DC,2016,9,11274595.0,0
DC,2016,10,11211894.0,0
DC,2016,11,10637322.0,0
DC,2016,12,9712906.0,0
DC,2017,1,9716623.0,0
DC,2017,2,9700920.0,0
DC,2017,3,10717243.0,0
DC,2017,4,10274507.0,0
DC,2017,5,11018877.0,0
DC,2017,6,10646484.0,0
DC,2017,7,11097260.0,0
DC,2017,8,11222811.0,0
DC,2017,9,10865858.0,0
DC,2017,10,10960677.0,0
DC,2017,11,9998269.0,0
DC,2017,12,9492916.0,0
DC,2018,1,9407074.0,0
DC,2018,2,9155594.0,0
DC,2018,3,10077082.0,0
DC,2018,4,10195518.0,0
DC,2018,5,11061264.0,0
DC,2018,6,10558280.0,0
DC,2018,7,10945779.0,0
DC,2018,8,11682849.0,0
DC,2018,9,10812029.0,0
DC,2018,10,11758528.0,0
DC,2018,11,10106483.0,0
DC,2018,12,9928407.0,0
DC,2019,1,9715239.0,0
DC,2019,2,9384375.0,0
DC,2019,3,10641450.0,0
DC,2019,4,10909155.0,0
DC,2019,5,11844332.0,0
DC,2019,6,10538915.0,0
DC,2019,7,11408433.0,0
DC,2019,8,11270522.0,0
DC,2019,9,11316271.0,0
DC,2019,10,11679607.0,0
DC,2019,11,9980929.0,0
DC,2019,12,10980024.0,0
DC,2020,1,10406074.0,1
DC,2020,2,10027266.0,1
DC,2020,3,6799186.0,1
DC,2020,4,1761334.0,1
DC,2020,5,1918806.0,1
DC,2020,6,3187361.0,1
DC,2020,7,3401716.0,1
DC,2020,8,3398878.0,1
DC,2020,9,4738646.0,1
DC,2020,10,5143776.0,1
DC,2020,11,4681810.0,1
DC,2020,12,4627397.0,1
DC,2021,1,3840994.0,1
DC,2021,2,3636738.0,1
DC,2021,3,4457281.0,1
DC,2021,4,4628642.0,1
DC,2021,5,4918648.0,1
DC,2021,6,5768241.0,1
DC,2021,7,6083288.0,1
DC,2021,8,6322298.0,1
DC,2021,9,6961667.0,1
DC,2021,10,7343424.0,1
DC,2021,11,6881051.0,1
DC,2021,12,6821625.0,1
DC,2022,1,4911104.0,1
DC,2022,2,5564497.0,1
DC,2022,3,7353044.0,1
DC,2022,4,7491784.0,1
DC,2022,5,8056336.0,1
DC,2022,6,7553450.0,1
DC,2022,7,8052729.0,1
DC,2022,8,8572207.0,1
DC,2022,9,8996117.0,1
DC,2022,10,8942936.0,1
DC,2022,11,8310137.0,1
DC,2022,12,7918897.0,1
DC,2023,1,8362694.0,1
DC,2023,2,7959239.0,1
DC,2023,3,9316138.0,1
DC,2023,4,8930504.0,1
DC,2023,5,9920807.0,1
DC,2023,6,9520180.0,1
DC,2023,7,9293663.0,1
DC,2023,8,9752820.0,1
DC,2023,9,9955003.0,1
DC,2023,10,10505756.0,1
DC,2023,11,9441547.0,1
DC,2023,12,9217079.0,1
DC,2024,1,9242160.0,1
DC,2024,2,9780555.0,1
DC,2024,3,10055103.0,1
DC,2024,4,10549391.0,1
DC,2024,5,11200449.0,1
DC,2024,6,10372186.0,1
DC,2024,7,10451522.0,1
DC,2024,8,10657818.0,1
DC,2024,9,11021242.0,1
DC,2024,10,11739069.0,1
DC,2024,11,10080634.0,1
DC,2024,12,9684838.0,1
DC,2025,1,8952936.0,1
DC,2025,2,9222785.0,1
DC,2025,3,10877532.0,1
DC,2025,4,10836725.0,1
DC,2025,5,10956594.0,1
DC,2025,6,10112142.0,1
DC,2025,7,9562179.0,1
DC,2025,8,9535391.0,1
DC,2025,9,10286837.0,1
DC,2025,10,10660786.0,1
DC,2025,11,9064047.0,1
DC,2025,12,8842402.0,1
DE,2002,1,619960.0,0
DE,2002,2,583249.0,0
DE,2002,3,594198.0,0
DE,2002,4,616030.0,0
DE,2002,5,639171.0,0
DE,2002,6,624604.0,0
DE,2002,7,713691.0,0
DE,2002,8,725182.0,0
DE,2002,9,601444.0,0
DE,2002,10,678199.0,0
DE,2002,11,590717.0,0
DE,2002,12,570119.0,0
DE,2003,1,588932.0,0
DE,2003,2,503795.0,0
DE,2003,3,623032.0,0
DE,2003,4,625583.0,0
DE,2003,5,624291.0,0
DE,2003,6,648230.0,0
DE,2003,7,751470.0,0
DE,2003,8,743774.0,0
DE,2003,9,620732.0,0
DE,2003,10,683445.0,0
DE,2003,11,592710.0,0
DE,2003,12,618546.0,0
DE,2004,1,560055.0,0
DE,2004,2,592435.0,0
DE,2004,3,670350.0,0
DE,2004,4,632709.0,0
DE,2004,5,618993.0,0
DE,2004,6,707336.0,0
DE,2004,7,739132.0,0
DE,2004,8,770263.0,0
DE,2004,9,686653.0,0
DE,2004,10,691285.0,0
DE,2004,11,653364.0,0
DE,2004,12,586240.0,0
DE,2005,1,593199.0,0
DE,2005,2,594910.0,0
DE,2005,3,663187.0,0
DE,2005,4,673040.0,0
DE,2005,5,660086.0,0
DE,2005,6,739043.0,0
DE,2005,7,756484.0,0
DE,2005,8,835247.0,0
DE,2005,9,767162.0,0
DE,2005,10,710063.0,0
DE,2005,11,704908.0,0
DE,2005,12,654379.0,0
DE,2006,1,642036.0,0
DE,2006,2,609971.0,0
DE,2006,3,700582.0,0
DE,2006,4,642906.0,0
DE,2006,5,696811.0,0
DE,2006,6,751542.0,0
DE,2006,7,754314.0,0
DE,2006,8,839656.0,0
DE,2006,9,703599.0,0
DE,2006,10,720860.0,0
DE,2006,11,674754.0,0
DE,2006,12,639610.0,0
DE,2007,1,656824.0,0
DE,2007,2,567472.0,0
DE,2007,3,671815.0,0
DE,2007,4,626546.0,0
DE,2007,5,715020.0,0
DE,2007,6,743429.0,0
DE,2007,7,765309.0,0
DE,2007,8,823812.0,0
DE,2007,9,683218.0,0
DE,2007,10,746731.0,0
DE,2007,11,681541.0,0
DE,2007,12,625728.0,0
DE,2008,1,689341.0,0
DE,2008,2,660551.0,0
DE,2008,3,682150.0,0
DE,2008,4,733983.0,0
DE,2008,5,721396.0,0
DE,2008,6,814350.0,0
DE,2008,7,912792.0,0
DE,2008,8,911955.0,0
DE,2008,9,828513.0,0
DE,2008,10,850260.0,0
DE,2008,11,672670.0,0
DE,2008,12,707949.0,0
DE,2009,1,656205.0,0
DE,2009,2,672986.0,0
DE,2009,3,720223.0,0
DE,2009,4,716548.0,0
DE,2009,5,705998.0,0
DE,2009,6,793366.0,0
DE,2009,7,875358.0,0
DE,2009,8,849967.0,0
DE,2009,9,809410.0,0
DE,2009,10,786338.0,0
DE,2009,11,699380.0,0
DE,2009,12,714748.0,0
DE,2010,1,684972.0,0
DE,2010,2,600675.0,0
DE,2010,3,800947.0,0
DE,2010,4,780497.0,0
DE,2010,5,745486.0,0
DE,2010,6,870454.0,0
DE,2010,7,897412.0,0
DE,2010,8,942483.0,0
DE,2010,9,859860.0,0
DE,2010,10,815612.0,0
DE,2010,11,783227.0,0
DE,2010,12,726963.0,0
DE,2011,1,704259.0,0
DE,2011,2,780244.0,0
DE,2011,3,847703.0,0
DE,2011,4,794622.0,0
DE,2011,5,826123.0,0
DE,2011,6,941705.0,0
DE,2011,7,933310.0,0
DE,2011,8,1004885.0,0
DE,2011,9,912795.0,0
DE,2011,10,892188.0,0
DE,2011,11,850208.0,0
DE,2011,12,835211.0,0
DE,2012,1,808449.0,0
DE,2012,2,849506.0,0
DE,2012,3,895343.0,0
DE,2012,4,834713.0,0
DE,2012,5,872586.0,0
DE,2012,6,912131.0,0
DE,2012,7,939935.0,0
DE,2012,8,1018816.0,0
DE,2012,9,851293.0,0
DE,2012,10,867655.0,0
DE,2012,11,821642.0,0
DE,2012,12,767657.0,0
DE,2013,1,806292.0,0
DE,2013,2,761155.0,0
DE,2013,3,791051.0,0
DE,2013,4,844229.0,0
DE,2013,5,869343.0,0
DE,2013,6,849497.0,0
DE,2013,7,969670.0,0
DE,2013,8,1004050.0,0
DE,2013,9,891863.0,0
DE,2013,10,939126.0,0
DE,2013,11,788329.0,0
DE,2013,12,775058.0,0
DE,2014,1,728335.0,0
DE,2014,2,680067.0,0
DE,2014,3,733056.0,0
DE,2014,4,784043.0,0
DE,2014,5,803621.0,0
DE,2014,6,836651.0,0
DE,2014,7,909807.0,0
DE,2014,8,905352.0,0
DE,2014,9,845650.0,0
DE,2014,10,890122.0,0
DE,2014,11,710277.0,0
DE,2014,12,759455.0,0
DE,2015,1,679447.0,0
DE,2015,2,625787.0,0
DE,2015,3,700346.0,0
DE,2015,4,727406.0,0
DE,2015,5,725747.0,0
DE,2015,6,778811.0,0
DE,2015,7,815832.0,0
DE,2015,8,808248.0,0
DE,2015,9,764124.0,0
DE,2015,10,772702.0,0
DE,2015,11,678571.0,0
DE,2015,12,698714.0,0
DE,2016,1,587441.0,0
DE,2016,2,632990.0,0
DE,2016,3,678957.0,0
DE,2016,4,638155.0,0
DE,2016,5,636645.0,0
DE,2016,6,688915.0,0
DE,2016,7,661358.0,0
DE,2016,8,734531.0,0
DE,2016,9,653721.0,0
DE,2016,10,654848.0,0
DE,2016,11,621285.0,0
DE,2016,12,595383.0,0
DE,2017,1,575666.0,0
DE,2017,2,572431.0,0
DE,2017,3,599190.0,0
DE,2017,4,561614.0,0
DE,2017,5,612344.0,0
DE,2017,6,669847.0,0
DE,2017,7,643717.0,0
DE,2017,8,714870.0,0
DE,2017,9,640940.0,0
DE,2017,10,653739.0,0
DE,2017,11,605853.0,0
DE,2017,12,538882.0,0
DE,2018,1,514730.0,0
DE,2018,2,529703.0,0
DE,2018,3,538847.0,0
DE,2018,4,552366.0,0
DE,2018,5,604522.0,0
DE,2018,6,631890.0,0
DE,2018,7,642483.0,0
DE,2018,8,702318.0,0
DE,2018,9,584806.0,0
DE,2018,10,671102.0,0
DE,2018,11,569137.0,0
DE,2018,12,536777.0,0
DE,2019,1,545860.0,0
DE,2019,2,516757.0,0
DE,2019,3,571667.0,0
DE,2019,4,589282.0,0
DE,2019,5,619467.0,0
DE,2019,6,612995.0,0
DE,2019,7,672077.0,0
DE,2019,8,702703.0,0
DE,2019,9,621784.0,0
DE,2019,10,665066.0,0
DE,2019,11,575521.0,0
DE,2019,12,549837.0,0
DE,2020,1,578268.0,1
DE,2020,2,556646.0,1
DE,2020,3,405414.0,1
DE,2020,4,177078.0,1
DE,2020,5,199519.0,1
DE,2020,6,303509.0,1
DE,2020,7,417210.0,1
DE,2020,8,416399.0,1
DE,2020,9,413179.0,1
DE,2020,10,413754.0,1
DE,2020,11,388123.0,1
DE,2020,12,389100.0,1
DE,2021,1,344235.0,1
DE,2021,2,307131.0,1
DE,2021,3,397343.0,1
DE,2021,4,404117.0,1
DE,2021,5,398055.0,1
DE,2021,6,436284.0,1
DE,2021,7,451800.0,1
DE,2021,8,447309.0,1
DE,2021,9,432876.0,1
DE,2021,10,409380.0,1
DE,2021,11,388350.0,1
DE,2021,12,463290.0,1
DE,2022,1,383874.0,1
DE,2022,2,412576.0,1
DE,2022,3,485195.0,1
DE,2022,4,482279.0,1
DE,2022,5,509127.0,1
DE,2022,6,562261.0,1
DE,2022,7,562085.0,1
DE,2022,8,620685.0,1
DE,2022,9,567804.0,1
DE,2022,10,564547.0,1
DE,2022,11,557340.0,1
DE,2022,12,543023.0,1
DE,2023,1,543446.0,1
DE,2023,2,501030.0,1
DE,2023,3,565716.0,1
DE,2023,4,540532.0,1
DE,2023,5,637531.0,1
DE,2023,6,614672.0,1
DE,2023,7,665197.0,1
DE,2023,8,696580.0,1
DE,2023,9,702742.0,1
DE,2023,10,621579.0,1
DE,2023,11,566220.0,1
DE,2023,12,535765.0,1
DE,2024,1,537416.0,1
DE,2024,2,559150.0,1
DE,2024,3,565042.0,1
DE,2024,4,594660.0,1
DE,2024,5,680939.0,1
DE,2024,6,646419.0,1
DE,2024,7,732714.0,1
DE,2024,8,705779.0,1
DE,2024,9,670517.0,1
DE,2024,10,686195.0,1
DE,2024,11,572720.0,1
DE,2024,12,530375.0,1
DE,2025,1,499349.0,1
DE,2025,2,495705.0,1
DE,2025,3,566340.0,1
DE,2025,4,583311.0,1
DE,2025,5,626145.0,1
DE,2025,6,693844.0,1
DE,2025,7,680734.0,1
DE,2025,8,707505.0,1
DE,2025,9,616274.0,1
DE,2025,10,650773.0,1
DE,2025,11,525762.0,1
DE,2025,12,520284.0,1
FL,2002,1,14080513.0,0
FL,2002,2,13215271.0,0
FL,2002,3,14037444.0,0
FL,2002,4,13982005.0,0
FL,2002,5,13897762.0,0
FL,2002,6,12360838.0,0
FL,2002,7,13185913.0,0
FL,2002,8,14003659.0,0
FL,2002,9,13509393.0,0
FL,2002,10,14620909.0,0
FL,2002,11,13104976.0,0
FL,2002,12,13065989.0,0
FL,2003,1,14348444.0,0
FL,2003,2,14384813.0,0
FL,2003,3,15052015.0,0
FL,2003,4,14461551.0,0
FL,2003,5,14242387.0,0
FL,2003,6,13373583.0,0
FL,2003,7,14201634.0,0
FL,2003,8,14123459.0,0
FL,2003,9,14574943.0,0
FL,2003,10,15831681.0,0
FL,2003,11,13985912.0,0
FL,2003,12,14420073.0,0
FL,2004,1,16416249.0,0
FL,2004,2,16058920.0,0
FL,2004,3,17629837.0,0
FL,2004,4,17007911.0,0
FL,2004,5,15845399.0,0
FL,2004,6,16038967.0,0
FL,2004,7,16167726.0,0
FL,2004,8,16274110.0,0
FL,2004,9,16084372.0,0
FL,2004,10,18394274.0,0
FL,2004,11,17188455.0,0
FL,2004,12,16935464.0,0
FL,2005,1,17632380.0,0
FL,2005,2,16869652.0,0
FL,2005,3,18383123.0,0
FL,2005,4,17610836.0,0
FL,2005,5,17262945.0,0
FL,2005,6,15853143.0,0
FL,2005,7,15934108.0,0
FL,2005,8,17721125.0,0
FL,2005,9,18328262.0,0
FL,2005,10,16838941.0,0
FL,2005,11,18107023.0,0
FL,2005,12,17555313.0,0
FL,2006,1,18792441.0,0
FL,2006,2,17851092.0,0
FL,2006,3,19957042.0,0
FL,2006,4,18123835.0,0
FL,2006,5,18118811.0,0
FL,2006,6,17713043.0,0
FL,2006,7,16932816.0,0
FL,2006,8,18782206.0,0
FL,2006,9,19056609.0,0
FL,2006,10,19953270.0,0
FL,2006,11,18514093.0,0
FL,2006,12,17781082.0,0
FL,2007,1,19272279.0,0
FL,2007,2,18117863.0,0
FL,2007,3,20028295.0,0
FL,2007,4,18558115.0,0
FL,2007,5,18805496.0,0
FL,2007,6,17840319.0,0
FL,2007,7,17876585.0,0
FL,2007,8,19181540.0,0
FL,2007,9,18705407.0,0
FL,2007,10,20484478.0,0
FL,2007,11,18894514.0,0
FL,2007,12,18073948.0,0
FL,2008,1,19368998.0,0
FL,2008,2,18949153.0,0
FL,2008,3,19337719.0,0
FL,2008,4,19629688.0,0
FL,2008,5,19265817.0,0
FL,2008,6,18619697.0,0
FL,2008,7,19508966.0,0
FL,2008,8,18571037.0,0
FL,2008,9,20459119.0,0
FL,2008,10,20929579.0,0
FL,2008,11,18187420.0,0
FL,2008,12,18022037.0,0
FL,2009,1,18476348.0,0
FL,2009,2,17855416.0,0
FL,2009,3,18711905.0,0
FL,2009,4,18718877.0,0
FL,2009,5,16684348.0,0
FL,2009,6,16534380.0,0
FL,2009,7,17056456.0,0
FL,2009,8,17377903.0,0
FL,2009,9,18164695.0,0
FL,2009,10,18755757.0,0
FL,2009,11,17072368.0,0
FL,2009,12,16946116.0,0
FL,2010,1,17113985.0,0
FL,2010,2,17209086.0,0
FL,2010,3,18788344.0,0
FL,2010,4,18207558.0,0
FL,2010,5,17343226.0,0
FL,2010,6,17229569.0,0
FL,2010,7,17348669.0,0
FL,2010,8,18059345.0,0
FL,2010,9,18873571.0,0
FL,2010,10,19555849.0,0
FL,2010,11,18517767.0,0
FL,2010,12,17351518.0,0
FL,2011,1,18784695.0,0
FL,2011,2,18767668.0,0
FL,2011,3,20237692.0,0
FL,2011,4,19450541.0,0
FL,2011,5,18752908.0,0
FL,2011,6,18366465.0,0
FL,2011,7,17820626.0,0
FL,2011,8,19474862.0,0
FL,2011,9,20223623.0,0
FL,2011,10,20322789.0,0
FL,2011,11,19816698.0,0
FL,2011,12,19226125.0,0
FL,2012,1,20185347.0,0
FL,2012,2,20073299.0,0
FL,2012,3,20971674.0,0
FL,2012,4,19775241.0,0
FL,2012,5,19346729.0,0
FL,2012,6,18100946.0,0
FL,2012,7,18441946.0,0
FL,2012,8,19588777.0,0
FL,2012,9,19650220.0,0
FL,2012,10,22082431.0,0
FL,2012,11,20207965.0,0
FL,2012,12,18794586.0,0
FL,2013,1,20863006.0,0
FL,2013,2,20014771.0,0
FL,2013,3,20485767.0,0
FL,2013,4,20574934.0,0
FL,2013,5,19441701.0,0
FL,2013,6,17812565.0,0
FL,2013,7,18762244.0,0
FL,2013,8,20160871.0,0
FL,2013,9,19878818.0,0
FL,2013,10,22162957.0,0
FL,2013,11,19460502.0,0
FL,2013,12,19166330.0,0
FL,2014,1,20076814.0,0
FL,2014,2,19804338.0,0
FL,2014,3,20140540.0,0
FL,2014,4,20316135.0,0
FL,2014,5,19270478.0,0
FL,2014,6,17962589.0,0
FL,2014,7,18756376.0,0
FL,2014,8,19385105.0,0
FL,2014,9,20226344.0,0
FL,2014,10,21827509.0,0
FL,2014,11,18506390.0,0
FL,2014,12,19355641.0,0
FL,2015,1,19889419.0,0
FL,2015,2,18442508.0,0
FL,2015,3,20261738.0,0
FL,2015,4,19375517.0,0
FL,2015,5,17932735.0,0
FL,2015,6,17529329.0,0
FL,2015,7,17864274.0,0
FL,2015,8,17931576.0,0
FL,2015,9,18745103.0,0
FL,2015,10,19578973.0,0
FL,2015,11,17358301.0,0
FL,2015,12,17519871.0,0
FL,2016,1,17123932.0,0
FL,2016,2,17583488.0,0
FL,2016,3,18310110.0,0
FL,2016,4,17468332.0,0
FL,2016,5,16413852.0,0
FL,2016,6,15892293.0,0
FL,2016,7,15545841.0,0
FL,2016,8,16834233.0,0
FL,2016,9,16953620.0,0
FL,2016,10,16420521.0,0
FL,2016,11,16696332.0,0
FL,2016,12,16108036.0,0
FL,2017,1,16635095.0,0
FL,2017,2,16146521.0,0
FL,2017,3,17356616.0,0
FL,2017,4,15940689.0,0
FL,2017,5,15894798.0,0
FL,2017,6,14642225.0,0
FL,2017,7,14476529.0,0
FL,2017,8,16020811.0,0
FL,2017,9,12887553.0,0
FL,2017,10,16442181.0,0
FL,2017,11,15498672.0,0
FL,2017,12,14520187.0,0
FL,2018,1,14962282.0,0
FL,2018,2,14958007.0,0
FL,2018,3,15705507.0,0
FL,2018,4,15020383.0,0
FL,2018,5,14305588.0,0
FL,2018,6,13592122.0,0
FL,2018,7,13645747.0,0
FL,2018,8,15114697.0,0
FL,2018,9,14456544.0,0
FL,2018,10,16509676.0,0
FL,2018,11,14923505.0,0
FL,2018,12,13725485.0,0
FL,2019,1,15148722.0,0
FL,2019,2,14423850.0,0
FL,2019,3,15188064.0,0
FL,2019,4,15254916.0,0
FL,2019,5,14664138.0,0
FL,2019,6,13221964.0,0
FL,2019,7,13877997.0,0
FL,2019,8,14467090.0,0
FL,2019,9,14847581.0,0
FL,2019,10,16127455.0,0
FL,2019,11,14490261.0,0
FL,2019,12,13732238.0,0
FL,2020,1,15194280.0,1
FL,2020,2,14582634.0,1
FL,2020,3,10930901.0,1
FL,2020,4,5230778.0,1
FL,2020,5,6098262.0,1
FL,2020,6,7603780.0,1
FL,2020,7,7962439.0,1
FL,2020,8,8007933.0,1
FL,2020,9,7916312.0,1
FL,2020,10,8863102.0,1
FL,2020,11,8277206.0,1
FL,2020,12,8989013.0,1
FL,2021,1,8829710.0,1
FL,2021,2,8785709.0,1
FL,2021,3,10403940.0,1
FL,2021,4,10091070.0,1
FL,2021,5,9993134.0,1
FL,2021,6,9033683.0,1
FL,2021,7,9078081.0,1
FL,2021,8,9340931.0,1
FL,2021,9,9462802.0,1
FL,2021,10,10120017.0,1
FL,2021,11,9749440.0,1
FL,2021,12,9915464.0,1
FL,2022,1,9715041.0,1
FL,2022,2,9724675.0,1
FL,2022,3,10850154.0,1
FL,2022,4,10519823.0,1
FL,2022,5,10273853.0,1
FL,2022,6,10144924.0,1
FL,2022,7,10272394.0,1
FL,2022,8,11274425.0,1
FL,2022,9,10374801.0,1
FL,2022,10,12686985.0,1
FL,2022,11,11938663.0,1
FL,2022,12,12251397.0,1
FL,2023,1,12734535.0,1
FL,2023,2,12338861.0,1
FL,2023,3,13773468.0,1
FL,2023,4,12539599.0,1
FL,2023,5,12947731.0,1
FL,2023,6,12056905.0,1
FL,2023,7,11858014.0,1
FL,2023,8,12726513.0,1
FL,2023,9,12757052.0,1
FL,2023,10,13774690.0,1
FL,2023,11,13271314.0,1
FL,2023,12,13713414.0,1
FL,2024,1,13584211.0,1
FL,2024,2,13688177.0,1
FL,2024,3,14201883.0,1
FL,2024,4,14545565.0,1
FL,2024,5,13990561.0,1
FL,2024,6,12471140.0,1
FL,2024,7,13339319.0,1
FL,2024,8,13628621.0,1
FL,2024,9,13105530.0,1
FL,2024,10,13611164.0,1
FL,2024,11,13167347.0,1
FL,2024,12,12769801.0,1
FL,2025,1,13269128.0,1
FL,2025,2,13124629.0,1
FL,2025,3,13726380.0,1
FL,2025,4,13835049.0,1
FL,2025,5,13204393.0,1
FL,2025,6,11991534.0,1
FL,2025,7,12338592.0,1
FL,2025,8,12843550.0,1
FL,2025,9,13030724.0,1
FL,2025,10,13556052.0,1
FL,2025,11,11874937.0,1
FL,2025,12,11910243.0,1
GA,2002,1,6918498.0,0
GA,2002,2,7069954.0,0
GA,2002,3,6923599.0,0
GA,2002,4,6952006.0,0
GA,2002,5,6899479.0,0
GA,2002,6,6197220.0,0
GA,2002,7,6573944.0,0
GA,2002,8,7030647.0,0
GA,2002,9,6588053.0,0
GA,2002,10,6842738.0,0
GA,2002,11,6155898.0,0
GA,2002,12,6299454.0,0
GA,2003,1,6999525.0,0
GA,2003,2,6529045.0,0
GA,2003,3,7028775.0,0
GA,2003,4,7352604.0,0
GA,2003,5,6773178.0,0
GA,2003,6,6970898.0,0
GA,2003,7,6619473.0,0
GA,2003,8,6797286.0,0
GA,2003,9,7454694.0,0
GA,2003,10,7702293.0,0
GA,2003,11,6267030.0,0
GA,2003,12,6672986.0,0
GA,2004,1,6526687.0,0
GA,2004,2,6634203.0,0
GA,2004,3,7187039.0,0
GA,2004,4,7312507.0,0
GA,2004,5,6359666.0,0
GA,2004,6,6902284.0,0
GA,2004,7,6850384.0,0
GA,2004,8,7481748.0,0
GA,2004,9,7520521.0,0
GA,2004,10,7948597.0,0
GA,2004,11,7358209.0,0
GA,2004,12,7118227.0,0
GA,2005,1,6883383.0,0
GA,2005,2,7498729.0,0
GA,2005,3,8100208.0,0
GA,2005,4,7934963.0,0
GA,2005,5,7396299.0,0
GA,2005,6,7492078.0,0
GA,2005,7,6556833.0,0
GA,2005,8,7559787.0,0
GA,2005,9,8102924.0,0
GA,2005,10,7820377.0,0
GA,2005,11,7209784.0,0
GA,2005,12,6851334.0,0
GA,2006,1,7387287.0,0
GA,2006,2,7277742.0,0
GA,2006,3,8139782.0,0
GA,2006,4,7381348.0,0
GA,2006,5,7588599.0,0
GA,2006,6,7688054.0,0
GA,2006,7,7063199.0,0
GA,2006,8,7827088.0,0
GA,2006,9,7656845.0,0
GA,2006,10,7848145.0,0
GA,2006,11,7721360.0,0
GA,2006,12,6994731.0,0
GA,2007,1,7649289.0,0
GA,2007,2,6901309.0,0
GA,2007,3,7622672.0,0
GA,2007,4,7473600.0,0
GA,2007,5,7351422.0,0
GA,2007,6,7485741.0,0
GA,2007,7,6714967.0,0
GA,2007,8,6569472.0,0
GA,2007,9,6736249.0,0
GA,2007,10,7179785.0,0
GA,2007,11,6372414.0,0
GA,2007,12,6271014.0,0
GA,2008,1,7639199.0,0
GA,2008,2,7267298.0,0
GA,2008,3,7173968.0,0
GA,2008,4,7427863.0,0
GA,2008,5,8081151.0,0
GA,2008,6,7830356.0,0
GA,2008,7,7882776.0,0
GA,2008,8,8064379.0,0
GA,2008,9,8249301.0,0
GA,2008,10,8784333.0,0
GA,2008,11,7333684.0,0
GA,2008,12,7396849.0,0
GA,2009,1,8399510.0,0
GA,2009,2,8222741.0,0
GA,2009,3,8661912.0,0
GA,2009,4,8795848.0,0
GA,2009,5,7791507.0,0
GA,2009,6,8425583.0,0
GA,2009,7,8132278.0,0
GA,2009,8,8204142.0,0
GA,2009,9,8343642.0,0
GA,2009,10,8909778.0,0
GA,2009,11,8112370.0,0
GA,2009,12,7563084.0,0
GA,2010,1,7679775.0,0
GA,2010,2,7760823.0,0
